ID,Day,Site,Genus,Species,Project,Experiment,Plot_ID,Individual_nr,Leaf_nr,Plant_Height_cm,Plant_Length_cm,Bulk_nr_leaves,Length_cm,Wet_Mass_g,Leaf_Thickness_1_mm,Leaf_Thickness_2_mm,Leaf_Thickness_3_mm,Remark,LeafArea_cm2.x,LeafArea_cm2.y
BHR1816,12,ACJ,Elaphoglossum,huacsaro,T,C,3,3,NA,7.9,NA,NA,NA,0.219,0.595,0.539,0.547,NA,4.189,4.189
BCF1541,12,ACJ,Elaphoglossum,huacsaro,T,C,3,2,NA,15.2,NA,NA,NA,0.318,0.608,0.572,0.599,NA,5.630999999999999,5.630999999999999
BAH2272,12,ACJ,Vaccinium,floribundum,T,C,2,1,1,57,NA,NA,NA,0.073,0.451,0.549,0.547,NA,1.972,1.972
AKX4299,12,ACJ,Pernettya,prostrata,T,C,1,1,NA,34,NA,5,NA,0.085,0.587,0.549,0.553,NA,2.303,2.303
BCK8014,12,ACJ,Chaptalia,cordata,T,C,5,2,NA,9.5,NA,NA,NA,0.658,0.47,0.423,0.396,NA,14.363,14.363
BEJ4401,12,ACJ,Rhynchospora,macrochaeta,T,C,1,1,2,31,35,NA,NA,0.311,0.289,0.294,0.268,NA,11.177,11.177
BEK0489,12,ACJ,Rhynchospora,macrochaeta,T,C,1,1,3,31,35,NA,NA,0.379,0.295,0.296,0.296,NA,13.28,13.28
BEL0587,12,ACJ,Rhynchospora,macrochaeta,T,C,1,1,4,31,35,NA,NA,0.289,0.287,0.31,0.297,NA,9.789,9.789
BEE4142,12,ACJ,Rhynchospora,macrochaeta,T,C,1,1,5,31,35,NA,NA,0.207,0.297,0.314,0.319,NA,6.662,6.662
BBD5742,12,ACJ,Vaccinium,floribundum,T,C,1,1,5,24.8,NA,5,37.1,0.095,0.506,0.505,0.489,NA,2.697,2.697
BCG1548,12,ACJ,Rhynchospora,macrochaeta,T,C,3,2,1,33.5,42.5,NA,NA,0.231,0.226,0.22,0.206,NA,10.331,10.331
BGJ6213,12,ACJ,Baccharis,genistelloides,T,C,5,1,NA,48.9,NA,NA,NA,0.382,0.251,0.28,0.257,NA,10.362,10.362
BEP3008,12,ACJ,Rhynchospora,macrochaeta,T,C,1,1,1,31,35,NA,NA,0.392,0.285,0.268,0.279,NA,14.31,14.31
BDM8832,12,ACJ,Chaptalia,cordata,T,C,4,1,NA,9,NA,NA,NA,0.362,0.347,0.375,0.389,NA,7.95,7.95
BCT1282,12,ACJ,Chaptalia,cordata,T,C,4,2,NA,4,NA,NA,NA,0.429,0.449,0.503,0.48,NA,9.123,9.123
BFD5127,12,ACJ,Chaptalia,cordata,T,C,4,3,NA,3,NA,NA,NA,0.779,0.338,0.313,0.32,NA,20.243,20.243
BCS9988,12,ACJ,Chaptalia,cordata,T,C,5,3,NA,21,NA,NA,NA,0.878,0.408,0.473,0.382,NA,18.85,18.85
BAA4393,12,ACJ,Elaphoglossum,huacsaro,T,C,5,1,NA,18.1,NA,NA,NA,0.386,0.521,0.499,0.517,NA,7.096,7.096
AHS3014,12,ACJ,Lachemilla,orbiculata,T,C,1,2,2,2.5,NA,NA,NA,0.184,0.334,0.307,0.327,NA,4.614,4.614
AHZ5138,12,ACJ,Lachemilla,orbiculata,T,C,1,2,1,2.5,NA,NA,NA,0.162,0.434,0.319,0.322,NA,4.386,4.386
AIA8185,12,ACJ,Eriosorus,cheilanthoides,T,C,3,1,NA,20.9,NA,NA,NA,0.816,0.471,0.483,0.435,NA,13.453,13.453
BHB3462,12,ACJ,Rhynchospora,macrochaeta,T,C,1,2,4,26.5,43.9,NA,NA,0.151,0.232,0.244,0.226,NA,6.233,6.233
BIE6205,12,ACJ,Gaultheria,glomerata,T,C,3,2,1,4.6,NA,NA,NA,0.161,0.486,0.495,0.459,NA,4.319,4.319
BIN2512,12,ACJ,Gaultheria,glomerata,T,C,3,1,5,19.4,NA,NA,NA,0.152,0.555,0.591,0.556,NA,3.238,3.238
BII9464,12,ACJ,Gaultheria,glomerata,T,C,3,1,4,19.4,NA,NA,NA,0.215,0.566,0.545,0.537,NA,5.193,5.193
BIR4394,12,ACJ,Gaultheria,glomerata,T,C,3,1,3,19.4,NA,NA,NA,0.247,0.607,0.569,0.545,NA,5.409,5.409
BBK1325,12,ACJ,Gaultheria,glomerata,T,C,1,2,4,21.5,NA,NA,NA,0.258,0.482,0.49,0.449,NA,7.452,7.452
BGQ3334,12,ACJ,Gaultheria,glomerata,T,C,1,2,5,21.5,NA,NA,NA,0.287,0.502,0.525,0.498,NA,7.168,7.168
BIM1986,12,ACJ,Gaultheria,glomerata,T,C,3,2,5,4.6,NA,NA,NA,0.088,0.473,0.448,0.427,NA,2.776,2.776
BIF7120,12,ACJ,Gaultheria,glomerata,T,C,3,2,4,4.6,NA,NA,NA,0.13,0.509,0.518,0.477,NA,3.605,3.605
BIJ9955,12,ACJ,Gaultheria,glomerata,T,C,3,2,3,4.6,NA,NA,NA,0.132,0.539,0.499,0.459,NA,3.753,3.753
AHV6564,12,ACJ,Chaptalia,cordata,T,C,3,2,NA,3.3,NA,NA,NA,0.271,0.482,0.491,0.452,NA,5.527,5.527
AHR0591,12,ACJ,Chaptalia,cordata,T,C,3,3,NA,2.7,NA,NA,NA,0.22,0.393,0.403,0.349,NA,4.616,4.616
BHY2343,12,ACJ,Elaphoglossum,huacsaro,T,C,2,1,NA,9,NA,NA,NA,0.312,0.534,0.62,0.694,NA,4.893,4.893
BBV3650,12,ACJ,Elaphoglossum,amphioxys,T,C,1,3,NA,17.5,NA,NA,NA,1.497,0.703,0.708,0.72,NA,20.715,20.715
BBJ6370,12,ACJ,Elaphoglossum,huacsaro,T,C,2,3,NA,16.5,NA,NA,NA,0.356,0.497,0.512,0.48,NA,6.481,6.481
BGB9549,12,ACJ,Rhynchospora,macrochaeta,T,C,3,2,3,33.5,42.5,NA,NA,0.285,0.199,0.201,0.193,NA,13.919,13.919
BGA6044,12,ACJ,Rhynchospora,macrochaeta,T,C,3,2,4,33.5,42.5,NA,NA,0.283,0.209,0.199,0.198,NA,13.233,13.233
BEZ2263,12,ACJ,Rhynchospora,macrochaeta,T,C,5,1,1,48,78,NA,NA,0.589,0.243,0.232,0.231,NA,21.23,21.23
BKI1080,12,ACJ,Rhynchospora,macrochaeta,T,C,4,1,1,33,47,NA,NA,0.381,0.246,0.24,0.239,NA,15.806000000000001,15.806000000000001
BBS0819,12,ACJ,Rhynchospora,macrochaeta,T,C,2,2,NA,53,121.5,NA,NA,0.73,0.241,0.268,0.268,NA,29.142,29.142
BCB3365,12,ACJ,Rhynchospora,macrochaeta,T,C,2,3,NA,102.6,116.3,NA,NA,0.499,0.277,0.289,0.283,NA,19,19
AZR3366,12,ACJ,Miconia,rotundifolia,T,C,1,3,NA,10.5,NA,1,NA,0.059,0.366,0.393,0.361,NA,1.769,1.769
BGY8223,12,ACJ,Vaccinium,floribundum,T,C,3,1,4,26.5,NA,5,NA,0.078,0.531,0.493,0.515,NA,2.21,2.21
BFZ2035,12,ACJ,Lycopodium,clavatum,T,C,3,3,NA,9.6,NA,NA,10,0.236,0.234,0.122,0.162,NA,8.969,8.969
BAI5013,12,ACJ,Hypericum,andinum,T,C,4,3,NA,23.5,NA,NA,NA,0.037,0.081,0.069,0.054,NA,2.098,2.098
BAD9325,12,ACJ,Vaccinium,floribundum,T,C,3,1,2,26.5,NA,5,NA,0.089,0.529,0.535,0.547,NA,2.241,2.241
BBM4168,12,ACJ,Vaccinium,floribundum,T,C,3,1,1,26.5,NA,5,NA,0.086,0.55,0.483,0.533,NA,2.194,2.194
BFQ6881,12,ACJ,Vaccinium,floribundum,T,C,3,1,3,26.5,NA,4,NA,0.063,0.533,0.476,0.491,NA,1.703,1.703
BKD0586,12,ACJ,Vaccinium,floribundum,T,C,5,2,5,25,NA,5,NA,0.115,0.514,0.465,0.493,NA,3.3360000000000003,3.3360000000000003
BKH2101,12,ACJ,Vaccinium,floribundum,T,C,5,1,4,24,NA,5,NA,0.162,0.6,0.614,0.596,NA,3.7030000000000003,3.7030000000000003
AZO1059,12,ACJ,Hypericum,andinum,T,C,1,1,NA,20.4,NA,NA,10,0.029,0.055,0.05,0.085,NA,2.038,2.038
AKZ8833,12,ACJ,Pernettya,prostrata,T,C,1,3,NA,15.5,NA,NA,NA,0.072,0.537,0.546,0.431,NA,1.8279999999999998,1.8279999999999998
AZI3417,12,ACJ,Vaccinium,floribundum,T,C,1,1,1,24.8,NA,NA,37.1,0.076,0.494,0.443,0.467,NA,2.908,2.908
AZY4527,12,ACJ,Vaccinium,floribundum,T,C,1,1,3,24.8,NA,5,37.1,0.09,0.465,0.427,0.431,NA,2.733,2.733
BAM2811,12,ACJ,Vaccinium,floribundum,T,C,2,3,NA,30,NA,NA,NA,0.102,0.456,0.463,0.438,NA,3.149,3.149
BAB2292,12,ACJ,Vaccinium,floribundum,T,C,1,1,2,24.8,NA,NA,37.1,0.082,0.439,0.392,0.411,NA,2.503,2.503
BKJ0926,12,ACJ,Vaccinium,floribundum,T,C,5,1,3,24,NA,5,NA,0.106,0.429,0.534,0.395,NA,3.067,3.067
AYW8578,12,ACJ,Hypericum,andinum,T,C,3,2,NA,25.1,NA,NA,10,0.038,0.115,0.088,0.106,NA,2.626,2.626
BBQ7082,12,ACJ,Vaccinium,floribundum,T,C,2,2,2,29,NA,NA,NA,0.085,0.404,0.479,0.453,NA,2.491,2.491
BAK4546,12,ACJ,Vaccinium,floribundum,T,C,2,2,3,29,NA,NA,NA,0.076,0.423,0.48,0.431,NA,2.231,2.231
BBB1123,12,ACJ,Vaccinium,floribundum,T,C,2,2,1,29,NA,4,NA,0.061,0.474,0.396,0.458,NA,1.853,1.853
AIT9407,12,ACJ,Vaccinium,floribundum,T,C,4,3,NA,34,NA,5,NA,0.156,0.537,0.576,0.535,NA,3.639,3.639
BKF6789,12,ACJ,Vaccinium,floribundum,T,C,5,1,1,24,NA,5,NA,0.091,0.598,0.435,0.448,NA,2.621,2.621
BKB2600,12,ACJ,Vaccinium,floribundum,T,C,5,1,2,24,NA,5,NA,0.117,0.591,0.607,0.496,NA,2.918,2.918
BFK0583,12,ACJ,Gaultheria,glomerata,T,C,5,3,3,12.5,NA,NA,NA,0.2,0.546,0.56,0.558,NA,4.442,4.442
AZV3791,12,ACJ,Miconia,rotundifolia,T,C,1,1,NA,7.5,NA,1,NA,0.089,0.409,0.423,0.492,NA,2.251,2.251
BKC2775,12,ACJ,Vaccinium,floribundum,T,C,5,2,4,25,NA,5,NA,0.118,0.523,0.402,0.465,NA,3.625,3.625
AZF5769,12,ACJ,Miconia,rotundifolia,T,C,1,2,NA,6.5,NA,1,NA,0.108,0.522,0.458,0.358,NA,2.934,2.934
BKG1309,12,ACJ,Vaccinium,floribundum,T,C,5,1,5,24,NA,5,NA,0.156,0.54,0.603,0.582,NA,3.786,3.786
BGK5343,12,ACJ,Hypericum,andinum,T,C,5,1,NA,NA,NA,NA,NA,0.0329,0.155,0.114,0.119,plant height missing,2.337,2.337
AIN6045,12,ACJ,Vaccinium,floribundum,T,C,4,1,NA,26,NA,5,NA,0.114,0.366,0.489,0.458,NA,3.329,3.329
AWS4753,12,ACJ,Pernettya,prostrata,T,C,5,3,NA,35,NA,5,NA,0.093,0.251,0.268,0.268,NA,2.186,2.186
AIJ5153,12,ACJ,Vaccinium,floribundum,T,C,4,2,NA,46,NA,NA,NA,0.1,0.533,0.478,0.495,NA,2.591,2.591
AWD5144,12,ACJ,Pernettya,prostrata,T,C,5,2,NA,31,NA,5,NA,0.082,0.279,0.439,0.269,NA,1.97,1.97
BDF8648,12,ACJ,Hypericum,andinum,T,C,3,1,NA,13.6,NA,NA,10,0.032,0.09,0.07,0.118,NA,2.126,2.126
BFY7624,12,ACJ,Vaccinium,floribundum,T,C,3,2,3,12.4,NA,5,NA,0.108,0.192,0.244,0.265,NA,3.035,3.035
AAG6831,12,ACJ,Paspalum,bonplandianum,T,C,4,1,1,19,NA,NA,19,0.076,0.1,0.128,0.122,NA,6.317,6.317
AIQ0923,12,QUE,Euphorbia,huancachana,T,BB,1,3,NA,1.2,NA,5,NA,0.027,0.208,0.197,0.203,NA,1.2910000000000001,1.2910000000000001
AIL6011,12,QUE,Werneria,nubigena,T,BB,5,3,NA,3.3,NA,NA,NA,0.111,0.563,0.642,0.602,NA,1.978,1.978
AIY8963,12,QUE,Oreithales,integrifolia,T,BB,5,3,NA,0.21,NA,1,NA,0.392,0.429,0.491,0.576,NA,2.738,2.738
BAJ5053,12,ACJ,Vaccinium,floribundum,T,C,2,2,4,29,NA,NA,NA,0.084,0.358,0.402,0.439,NA,2.474,2.474
BBI6535,12,ACJ,Vaccinium,floribundum,T,C,1,3,NA,30,NA,5,NA,0.091,0.567,0.458,0.503,NA,2.7279999999999998,2.7279999999999998
AZJ1578,12,QUE,Aphanactis,villosa,T,BB,3,1,2,4,NA,NA,NA,0.019,0.231,0.238,0.226,NA,0.704,0.704
BAV9519,12,ACJ,Lycopodium,clavatum,T,C,1,3,NA,20.5,NA,NA,NA,0.21,0.109,0.154,0.063,NA,9.746,9.746
AAW2094,12,ACJ,Hieracium,c.f. mandonii,T,C,2,2,NA,8.5,NA,NA,NA,0.201,0.292,0.298,0.266,NA,6.762,6.762
ADT1647,12,ACJ,Lachemilla,orbiculata,T,C,2,3,3,3,NA,NA,NA,0.077,0.332,0.32,0.385,NA,2.529,2.529
AAI8954,12,ACJ,Halenia,umbellata,T,C,4,3,3,18,NA,NA,NA,0.065,0.221,0.222,0.207,NA,2.338,2.338
AIM4525,12,QUE,Werneria,nubigena,T,BB,5,1,NA,6.4,NA,NA,NA,0.231,0.561,0.609,0.646,NA,4.252,4.252
BBO2032,12,ACJ,Vaccinium,floribundum,T,C,1,2,1,31.5,NA,5,64,0.105,0.422,0.49,0.409,NA,3.153,3.153
BBL1905,12,ACJ,Vaccinium,floribundum,T,C,1,2,3,31.5,NA,5,64,0.134,0.533,0.434,0.427,NA,3.539,3.539
BBH6627,12,ACJ,Vaccinium,floribundum,T,C,1,2,2,31.5,NA,5,64,0.128,0.598,0.402,0.385,NA,3.534,3.534
BBE9957,12,ACJ,Vaccinium,floribundum,T,C,1,2,5,31.5,NA,5,64,0.118,0.41,0.371,0.385,NA,3.6870000000000003,3.6870000000000003
ACH3760,12,ACJ,Halenia,umbellata,T,C,1,2,3,10.8,NA,NA,NA,0.078,0.218,0.226,0.28,NA,2.501,2.501
ABJ6329,12,ACJ,Halenia,umbellata,T,C,1,2,2,10.8,NA,NA,NA,0.097,0.277,0.276,0.311,NA,2.796,2.796
ABH3333,12,ACJ,Halenia,umbellata,T,C,3,3,4,9.6,NA,NA,NA,0.059,0.298,0.293,0.31,NA,1.915,1.915
AUG4202,12,ACJ,Lachemilla,orbiculata,T,C,3,2,1,6,NA,NA,NA,0.128,0.234,0.234,0.217,NA,4.394,4.394
BAL4822,12,ACJ,Vaccinium,floribundum,T,C,2,1,2,57,NA,NA,NA,0.082,0.522,0.474,0.539,NA,2.186,2.186
BGC9326,12,ACJ,Vaccinium,floribundum,T,C,3,2,4,12.4,NA,5,NA,0.112,0.493,0.495,0.521,NA,3.008,3.008
BAP6673,12,ACJ,Vaccinium,floribundum,T,C,2,1,3,57,NA,NA,NA,0.076,0.415,0.432,0.35,NA,2.018,2.018
BBP7296,12,ACJ,Vaccinium,floribundum,T,C,1,2,4,31.5,NA,5,64,0.154,0.477,0.515,0.404,NA,4.0489999999999995,4.0489999999999995
BJY7661,12,ACJ,Vaccinium,floribundum,T,C,5,2,2,25,NA,NA,NA,0.114,0.486,0.504,0.465,NA,3.29,3.29
BJX5743,12,ACJ,Vaccinium,floribundum,T,C,5,2,1,25,NA,5,NA,0.127,0.449,0.394,0.433,NA,3.616,3.616
BGG6914,12,ACJ,Vaccinium,floribundum,T,C,3,2,5,12.4,NA,5,NA,0.128,0.57,0.561,0.501,NA,3.396,3.396
BAX2075,12,ACJ,Vaccinium,floribundum,T,C,2,1,5,57,NA,NA,NA,0.065,0.396,0.389,0.3,NA,1.851,1.851
BAN5621,12,ACJ,Vaccinium,floribundum,T,C,2,2,5,29,NA,NA,NA,0.075,0.403,0.467,0.429,NA,2.368,2.368
BAU9263,12,ACJ,Pernettya,prostrata,T,C,3,3,NA,26.5,NA,NA,NA,0.053,0.314,0.267,0.307,NA,1.242,1.242
BJZ0487,12,ACJ,Vaccinium,floribundum,T,C,5,2,3,25,NA,5,NA,0.132,0.463,0.394,0.348,NA,3.714,3.714
BAT8676,12,ACJ,Vaccinium,floribundum,T,C,2,1,4,57,NA,NA,NA,0.077,0.44,0.558,0.5,NA,2.076,2.076
BJE0168,12,QUE,Oreithales,integrifolia,T,BB,5,1,NA,0.34,NA,1,NA,0.582,0.51,0.564,0.514,NA,5.307,5.307
AJB8853,12,QUE,Belonanthus,hispidus,T,BB,2,3,NA,0.2,NA,10,NA,0.053,0.32,0.358,0.281,NA,1.097,1.097
AJE3805,12,QUE,Werneria,villosa,T,BB,1,2,NA,1.1,NA,15,NA,0.059,0.311,0.239,0.178,NA,0.534,0.534
AJF4574,12,QUE,Werneria,villosa,T,BB,1,1,NA,2,NA,10,NA,0.086,0.299,0.305,0.237,NA,3.473,3.473
BCA7821,12,QUE,Carex,pygmaea,T,BB,3,5,NA,2.4,NA,1,NA,0.013,0.175,0.175,0.168,NA,0.752,0.752
ADC3290,12,ACJ,Lachemilla,orbiculata,T,C,2,2,4,9,NA,NA,NA,0.188,0.268,0.274,0.256,NA,5.837,5.837
ADA0944,12,ACJ,Lachemilla,orbiculata,T,C,4,2,3,2,NA,NA,NA,0.156,0.2,0.35,0.362,NA,3.54,3.54
AUY8492,12,ACJ,Paspalum,bonplandianum,T,C,5,2,2,20,NA,NA,NA,0.06,0.189,0.195,0.182,NA,4.922,4.922
AAD6680,12,ACJ,Paspalum,bonplandianum,T,C,4,3,3,17,NA,NA,NA,0.101,0.13,0.152,0.128,NA,7.598,7.598
ASX0997,12,ACJ,Paspalum,bonplandianum,T,C,1,3,5,15.5,21.4,NA,NA,0.034,0.129,0.11,0.089,NA,3.108,3.108
AAY3045,12,ACJ,Paspalum,bonplandianum,T,C,3,1,3,11.7,NA,NA,16,0.081,0.097,0.112,0.104,NA,5.788,5.788
ASO9797,12,ACJ,Paspalum,bonplandianum,T,C,1,3,4,15.5,21.4,NA,NA,0.047,0.095,0.088,0.079,NA,4.388,4.388
AEM7938,12,ACJ,Paspalum,bonplandianum,T,C,1,2,3,9.5,12,NA,NA,0.029,0.108,0.099,0.097,NA,2.809,2.809
ABY2122,12,ACJ,Paspalum,bonplandianum,T,C,3,1,1,11.7,NA,NA,16,0.083,0.146,0.141,0.129,NA,6.517,6.517
AAB6480,12,ACJ,Paspalum,bonplandianum,T,C,4,2,5,16,NA,NA,17,0.044,0.117,0.131,0.145,NA,3.048,3.048
ABW0088,12,ACJ,Halenia,umbellata,T,C,2,3,5,5.3,NA,NA,NA,0.036,0.277,0.284,0.282,NA,1.09,1.09
AAS2586,12,ACJ,Halenia,umbellata,T,C,2,3,4,5.3,NA,NA,NA,0.037,0.294,0.293,0.313,NA,0.986,0.986
AAR1903,12,ACJ,Halenia,umbellata,T,C,2,3,3,5.3,NA,NA,NA,0.042,0.286,0.31,0.303,NA,1.183,1.183
ACW6576,12,ACJ,Lachemilla,orbiculata,T,C,4,1,5,8,NA,NA,NA,0.201,0.318,0.269,0.256,NA,12.428999999999998,12.428999999999998
AUH1440,12,ACJ,Lachemilla,orbiculata,T,C,4,1,2,8,NA,NA,NA,0.264,0.285,0.276,0.293,NA,7.029,7.029
BDV1956,12,QUE,Belonanthus,hispidus,T,BB,2,2,NA,0.3,NA,10,NA,0.049,0.274,0.263,0.271,NA,1.234,1.234
AJK7215,12,QUE,Carex,pygmaea,T,BB,2,2,NA,2,NA,4,NA,0.021,0.183,0.162,0.151,NA,1.554,1.554
AJG6251,12,QUE,Carex,pygmaea,T,BB,2,3,NA,1.5,NA,6,NA,0.027,0.153,0.16,0.084,NA,2.11,2.11
AJO3933,12,QUE,Carex,pygmaea,T,BB,2,1,NA,1.3,NA,7,NA,0.108,0.206,0.198,0.175,NA,5.968,5.968
ALB4469,12,QUE,Hypochaeris,taraxacoides,T,BB,1,1,NA,0.8,NA,2,NA,0.094,0.231,0.238,0.234,NA,2.167,2.167
ASU5572,12,QUE,Antennaria,linearifolia,T,BB,5,1,NA,1.9,NA,4,NA,0.133,0.327,0.365,0.334,NA,4.231,4.231
AJP6010,12,QUE,Carex,pygmaea,T,BB,2,4,NA,2.5,NA,3,NA,0.031,0.168,0.168,0.16,NA,2.261,2.261
BBY2161,12,QUE,Baccharis,caespitosa,T,BB,2,3,NA,0.7,NA,10,NA,0.004,0.248,0.279,0.254,NA,0.285,0.285
BCY3557,12,QUE,Werneria,villosa,T,BB,1,4,NA,0.12,NA,10,NA,0.064,0.292,0.293,0.309,NA,0.99,0.99
AVZ7947,12,QUE,Antennaria,linearifolia,T,BB,1,3,NA,2.3,NA,5,NA,0.141,0.237,0.248,0.274,NA,2.699,2.699
AKI5063,12,QUE,Hypochaeris,taraxacoides,T,BB,2,1,NA,3,NA,3,NA,0.25,0.272,0.264,0.258,NA,4.464,4.464
AVW4960,12,QUE,Antennaria,linearifolia,T,BB,5,3,NA,1.7,NA,NA,NA,0.187,0.347,0.295,0.287,NA,4.71,4.71
BDE7008,12,QUE,Werneria,villosa,T,BB,1,2,NA,0.17,NA,NA,NA,0.04,0.31,0.309,0.337,NA,1.633,1.633
AKU2768,12,QUE,Hypochaeris,taraxacoides,T,BB,1,2,NA,2.2,NA,1,NA,0.065,0.243,0.27,0.238,NA,1.7959999999999998,1.7959999999999998
AKQ8501,12,QUE,Hypochaeris,taraxacoides,T,BB,1,3,NA,1.8,NA,2,NA,0.056,0.197,0.231,0.217,NA,1.169,1.169
BDS6325,12,QUE,Bromus,lanatus,T,BB,1,3,NA,11.5,NA,2,NA,0.074,0.182,0.176,0.191,NA,4.536,4.536
BBG2942,12,QUE,Agrostis,trichodes,T,BB,2,1,NA,6,NA,20,NA,0.112,0.149,0.145,0.122,NA,3.895,3.895
AFE3166,12,QUE,Antennaria,linearifolia,T,BB,1,5,NA,3.5,NA,5,NA,0.186,0.337,0.253,0.326,NA,5.382,5.382
BDW0393,12,QUE,Bromus,lanatus,T,BB,1,4,NA,1,NA,3,NA,0.064,0.187,0.201,0.197,NA,3.863,3.863
AWI7431,12,QUE,Anatherostipa,hans-meyeri,T,BB,5,1,NA,9,NA,5,NA,0.102,0.245,0.244,0.24,NA,1.791,1.791
BDP2694,12,QUE,Bromus,lanatus,T,BB,1,2,NA,12,NA,NA,NA,0.1,0.253,0.182,0.253,NA,3.961,3.961
AXI2974,12,QUE,Carex,boliviensis,T,BB,4,3,NA,NA,NA,NA,NA,0.037,0.237,0.204,0.173,plant height missing,1.704,1.704
BUT0954,12,QUE,Carex,pichinchensis,T,BB,1,4,NA,11,NA,NA,NA,0.175,0.3,0.305,0.32,NA,7.13,7.13
AXO5399,12,QUE,Orithrophium,hieracioides,T,BB,5,3,NA,0.8,NA,1,NA,0.063,0.398,0.37,0.383,NA,1.5899999999999999,1.5899999999999999
AXN6442,12,QUE,Orithrophium,hieracioides,T,BB,5,2,NA,0.1,NA,NA,NA,0.112,0.463,0.412,0.382,NA,2.717,2.717
BDA5299,12,QUE,Werneria,villosa,T,BB,1,1,NA,2.4,NA,10,NA,0.045,0.321,0.267,0.289,NA,2.203,2.203
AXL1721,12,QUE,Calamagrostis,7,T,BB,2,3,NA,7,NA,5,NA,0.027,0.251,0.296,0.279,NA,1.286,1.286
BDC4816,12,QUE,Orithrophium,hieracioides,T,BB,4,1,NA,NA,NA,NA,NA,0.164,0.596,0.571,0.612,plant height missing; ind 3 has height 0.7cm in case there is only 1 ind,2.398,2.398
AWG2964,12,QUE,Hypochaeris,taraxacoides,T,BB,5,3,NA,1.2,NA,5,NA,0.238,0.521,0.521,0.525,NA,2.61,2.61
AKH9598,12,QUE,Hypochaeris,taraxacoides,T,BB,2,3,NA,1.3,NA,3,NA,0.465,0.222,0.21,0.226,NA,8.738,8.738
AKK2945,12,QUE,Gentianella,ernestii,T,BB,5,2,NA,1.5,NA,3,NA,0.072,0.444,0.39,0.347,NA,1.886,1.886
AWW1795,12,QUE,Werneria,villosa,T,BB,2,1,NA,3.5,NA,5,NA,0.135,0.23,0.207,0.243,NA,3.136,3.136
AWZ7731,12,QUE,Werneria,villosa,T,BB,2,2,NA,3.2,NA,15,NA,0.198,0.186,0.156,0.17,NA,2.747,2.747
AKJ0837,12,QUE,Gentianella,ernestii,T,BB,5,3,NA,9,NA,3,NA,0.064,0.431,0.404,0.233,NA,1.451,1.451
ATM7065,12,QUE,Hypochaeris,taraxacoides,T,BB,5,1,NA,0.6,NA,10,NA,0.074,0.399,0.387,0.424,NA,1.248,1.248
AXJ7061,12,QUE,Calamagrostis,7,T,BB,2,1,NA,8,NA,5,NA,0.035,0.249,0.238,0.25,NA,1.131,1.131
AKS1170,12,QUE,Werneria,nubigena,T,BB,3,1,NA,2.9,NA,1,NA,0.167,0.361,0.378,0.421,NA,3.065,3.065
AWO3114,12,QUE,Agrostis,foliata,T,BB,5,2,NA,7,NA,2,NA,0.013,0.192,0.167,0.103,NA,0.5349999999999999,0.5349999999999999
AFH6927,12,QUE,Antennaria,linearifolia,T,BB,2,4,NA,1.3,NA,5,NA,0.07,0.342,0.227,0.338,NA,2.459,2.459
AJL5468,12,QUE,Oreithales,integrifolia,T,BB,3,1,NA,2.1,NA,NA,NA,0.318,0.471,0.538,0.549,NA,2.821,2.821
BCL1906,12,QUE,Antennaria,linearifolia,T,BB,4,2,NA,2.6,NA,5,NA,0.162,0.327,0.318,0.321,NA,3.612,3.612
AXH6633,12,QUE,Carex,boliviensis,T,BB,4,2,NA,5.5,NA,1,NA,0.038,0.182,0.166,0.145,NA,1.993,1.993
AFG3654,12,QUE,Antennaria,linearifolia,T,BB,2,5,NA,1.4,NA,5,NA,0.109,0.212,0.201,0.227,NA,3.679,3.679
AKT6450,12,QUE,Werneria,nubigena,T,BB,3,3,NA,7.5,NA,1,NA,0.278,0.439,0.451,0.455,NA,4.555,4.555
BVG2196,13,WAY,Gaultheria,glomerata,S,NA,NA,1,NA,NA,NA,NA,NA,0.145,0.409,0.37,0.348,NA,4.07,4.07
BEB2759,12,QUE,Orithrophium,integrifolia,T,BB,3,2,NA,2.5,NA,NA,NA,0.259,0.351,0.389,0.361,NA,2.564,2.564
AFK6078,12,QUE,Luzula,racemosa,T,BB,4,2,NA,6.7,NA,NA,NA,0.026,0.178,0.182,0.168,NA,0.854,0.854
AHJ1193,12,QUE,Luzula,racemosa,T,BB,4,3,NA,7.7,NA,NA,NA,0.04,0.175,0.201,0.187,NA,1.2129999999999999,1.2129999999999999
AKY3574,12,QUE,Perezia,pungens,T,BB,2,1,NA,NA,NA,NA,NA,0.282,0.263,0.357,0.356,plant height missing,6.325,6.325
BVO0844,13,WAY,Gaultheria,glomerata,S,NA,NA,3,NA,NA,NA,NA,NA,0.235,0.379,0.374,0.381,NA,6.537,6.537
AZD2713,12,QUE,Poa,spicata,T,BB,1,4,NA,3,NA,6,NA,0.018,0.214,0.202,0.182,NA,0.9440000000000001,0.9440000000000001
BVV6844,12,QUE,Bromus,lanatus,T,BB,2,2,NA,1.69,NA,1,NA,0.136,0.25,0.243,0.235,NA,5.788,5.788
AKW2482,12,QUE,Perezia,pungens,T,BB,2,2,NA,3.7,NA,1,NA,0.611,0.465,0.469,0.498,NA,12.23,12.23
AXF5867,12,QUE,Luzula,racemosa,T,BB,3,3,NA,8.3,NA,NA,NA,0.086,0.234,0.219,0.175,NA,3.405,3.405
