ID,Day,Site,Genus,Species,Project,Experiment,Plot_ID,Individual_nr,Leaf_nr,Plant_Height_cm,Plant_Length_cm,Bulk_nr_leaves,Length_cm,Wet_Mass_g,Leaf_Thickness_1_mm,Leaf_Thickness_2_mm,Leaf_Thickness_3_mm,Remark,LeafArea_cm2,nLeafScan
ARK5328,14,TRE,Festuca,dolichophylla,T,BB,4,2,NA,58,63,2,NA,205,393,384,383,NA,7.473,2
ARO2359,14,TRE,Festuca,dolichophylla,T,BB,4,3,NA,55,58.5,3,NA,395,389,413,499,NA,13.158.999.999.999.900,3
CYY9577,14,TRE,Calamagrostis,trichophylla,T,BB,4,1,NA,12,15,3,NA,68,0.35,276,289,NA,1.665,3
CYQ3610,14,TRE,Calamagrostis,trichophylla,T,BB,4,3,NA,18,23,3,NA,45,259,0.24,267,ID probably Y instead of Z,1.411,3
CZU0738,14,TRE,Calamagrostis,trichophylla,T,BB,4,2,NA,15.5,15.5,3,NA,75,369,337,0.32,ID probably Y instead of Z,NA,NA
ANA7404,13,WAY,Rhynchospora,macrochaeta,T,C,3,3,3,63.5,64.5,10,NA,298,154,157,188,NA,9.941,10
ANI7964,13,WAY,Rhynchospora,macrochaeta,T,C,3,3,5,63.5,64.5,9,NA,155,316,309,308,NA,5.379,9
AQY7348,14,TRE,Calamagrostis,tarmensis,T,BB,4,2,NA,30,40,2,NA,63,244,265,265,NA,22.350.000.000.000.000,2
CQC2026,14,TRE,Carex,bonplandii,T,BB,2,2,1,6,8.5,1,NA,8,0.13,0.16,186,NA,505,1
CPF3426,14,TRE,Carex,bonplandii,T,BB,2,3,4,4,9.5,1,NA,9,0.13,149,152,NA,275,1
CEZ2930,13,WAY,Rhynchospora,macrochaeta,T,C,3,2,3,59,70,10,NA,414,194,204,206,NA,15.701,10
COU5148,14,TRE,Carex,bonplandii,T,BB,2,1,4,3,6,1,NA,12,256,244,213,"Leaf rolled, double leaf area",398,1
COQ5851,14,TRE,Carex,bonplandii,T,BB,2,1,3,3,6,1,NA,12,249,279,231,NA,649,1
COM1496,14,TRE,Carex,bonplandii,T,BB,2,1,2,3,6,1,NA,12,172,243,241,"Leaf rolled, double leaf area",306,1
CPN1403,14,TRE,Carex,bonplandii,T,BB,2,3,5,4,9.5,2,NA,11,143,162,201,NA,34.900.000.000.000.000,2
CPV6807,14,TRE,Carex,bonplandii,T,BB,2,3,3,4,9.5,2,NA,13,248,244,205,NA,539,2
CPY2173,14,TRE,Carex,bonplandii,T,BB,2,3,1,4,9.5,2,NA,21,258,252,293,"Leaf rolled, double leaf area",6.900.000.000.000.000,2
CPU2237,14,TRE,Halenia,umbellata,T,C,5,2,2,7,NA,2,NA,62,212,192,188,NA,2.304,2
CRU8285,14,TRE,Rhynchospora,macrochaeta,T,C,3,2,1,36,54.5,4,NA,557,349,347,347,NA,15.077,4
CON1085,14,TRE,Rhynchospora,macrochaeta,T,C,3,2,3,36,54.5,4,NA,757,261,273,263,NA,21.606,4
COR5632,14,TRE,Rhynchospora,macrochaeta,T,C,3,2,2,36,54.5,5,NA,722,0.31,303,318,NA,20.14,5
CXO1618,14,TRE,Rhynchospora,macrochaeta,T,C,5,1,3,74.6,65.6,5,NA,137,222,222,172,NA,4.579,5
CUA1581,15,TRE,Festuca,dolichophylla,T,C,2,2,NA,113,135.4,2,NA,745,524,532,0.52,NA,18.8,2
CVR2026,15,ACJ,Rhynchospora,macrochaeta,T,BB,3,3,NA,23.2,29.3,1,NA,175,293,0.36,253,NA,7.586,1
CVL7949,15,TRE,Trichophorum,rigidum,T,C,2,2,NA,43.6,57.2,2,NA,187,711,709,657,NA,4.431,2
CZK1388,15,TRE,Festuca,dolichophylla,T,C,2,1,1,48.3,49,6,NA,258,724,688,718,NA,9.512,6
CUM5583,15,TRE,Carex,bonplandii,T,C,2,1,NA,21.8,32.6,4,NA,159,207,199,201,NA,9.593,4
CVB3468,15,TRE,Calamagrostis,tarmensis,T,C,2,3,NA,63.9,67.7,3,NA,234,583,567,564,NA,3.697,3
CUE7662,15,TRE,Festuca,dolichophylla,T,C,2,3,NA,33.7,85.5,3,NA,587,387,0.41,437,NA,15.512,3
CVF3211,15,ACJ,Rhynchospora,macrochaeta,T,BB,3,1,NA,44.5,26.5,2,NA,347,262,0.28,283,NA,13.874,2
CBH3432,13,WAY,Paspalum,bonplandianum,T,C,2,2,3,12,12.5,2,NA,47,0.3,153,0.16,NA,4.389,2
AOG8957,13,WAY,Lachemilla,orbiculata,T,C,4,1,4,9,NA,2,NA,29,0.18,362,374,Leaf thickness: the leaf is folded and difficult to measure,745,2
CEI0308,13,WAY,Halenia,umbellata,T,C,1,1,2,12,NA,2,NA,71,136,177,0.18,NA,2.527,2
CAB6676,13,WAY,Gaultheria,glomerata,T,C,2,1,2,13,NA,2,NA,219,486,0.47,471,NA,5.184,2
BZU2725,13,WAY,Lachemilla,orbiculata,T,C,4,2,2,3.7,NA,2,NA,75,155,188,153,NA,25.109.999.999.999.900,2
CBB7539,13,WAY,Paspalum,bonplandianum,T,C,1,1,4,10,11.5,4,NA,27,76,74,84,NA,2.632,4
CBK5499,13,WAY,Paspalum,bonplandianum,T,C,1,1,3,10,11.5,4,NA,21,82,82,83,NA,02.03,4
CBD3435,13,WAY,Paspalum,bonplandianum,T,C,3,1,2,16,15,2,NA,61,82,98,105,Brown tips,4.773,2
BZR3802,13,WAY,Paspalum,bonplandianum,T,C,3,1,5,16,15,5,NA,72,0.09,102,97,NA,57.589.999.999.999.900,5
ANY4201,13,WAY,Lachemilla,orbiculata,T,C,4,1,2,9,NA,2,NA,104,216,215,201,NA,3.258,2
CAC7533,13,WAY,Gaultheria,glomerata,T,C,2,1,3,13,NA,2,NA,97,368,361,356,NA,3.245,2
BZX6121,13,WAY,Gaultheria,glomerata,T,C,2,1,1,13,NA,2,NA,118,367,377,366,NA,3.774,2
CBG6624,13,WAY,Paspalum,bonplandianum,T,C,3,1,1,16,15,2,NA,65,101,99,103,Brown tip,4.857,2
BYT6687,13,WAY,Halenia,umbellata,T,C,2,3,5,8,NA,1,NA,25,171,167,152,NA,1.083,1
CAM2696,13,WAY,Lachemilla,orbiculata,T,C,3,1,4,2.8,NA,1,NA,49,168,175,193,NA,1.659,1
CAK1264,13,WAY,Lachemilla,orbiculata,T,C,3,1,3,2.8,NA,1,NA,68,242,284,258,NA,2.047,1
CAP2035,13,WAY,Lachemilla,orbiculata,T,C,3,1,5,2.8,NA,2,NA,73,236,0.23,154,NA,21.069.999.999.999.900,2
BYF6086,13,WAY,Halenia,umbellata,T,C,5,1,5,20,NA,2,NA,0.05,176,176,166,NA,21.870.000.000.000.000,2
BYX7069,13,WAY,Halenia,umbellata,T,C,5,1,4,20,NA,2,NA,52,187,0.19,141,NA,20.639.999.999.999.900,2
BYD4418,13,WAY,Halenia,umbellata,T,C,5,1,2,20,NA,1,NA,45,222,211,195,NA,1.934,1
CCN4679,13,WAY,Halenia,umbellata,T,C,4,2,3,11.5,NA,1,NA,28,209,0.19,177,Leaf is uncharacteristically spotty,1.562,1
BYC0095,13,WAY,Halenia,umbellata,T,C,5,1,1,20,NA,2,NA,35,178,0.17,151,NA,1.869,2
CAO8524,13,WAY,Lachemilla,orbiculata,T,C,2,1,5,5.1,NA,3,NA,131,0.23,231,225,NA,34.450.000.000.000.000,3
CBR2154,13,WAY,Halenia,umbellata,T,C,5,2,5,8.5,NA,1,NA,38,153,157,173,Small bite damage,1.743,1
CDD1775,13,WAY,Halenia,umbellata,T,C,5,2,3,8.5,NA,1,NA,38,176,153,0.16,NA,1.873,1
CCZ6387,13,WAY,Halenia,umbellata,T,C,5,2,4,8.5,NA,1,NA,49,187,0.19,175,NA,2.159,1
CDH1159,13,WAY,Halenia,umbellata,T,C,5,2,2,8.5,NA,1,NA,47,194,198,194,NA,1.729,1
CDZ4679,13,WAY,Halenia,umbellata,T,C,3,1,2,22,NA,3,NA,0.06,226,231,213,NA,2.028,3
APV6509,13,WAY,Gaultheria,glomerata,T,C,4,1,2,10.8,NA,2,NA,16,194,193,193,NA,0.77,2
AMY4078,13,WAY,Gaultheria,glomerata,T,C,4,1,4,10.8,NA,2,NA,0.02,245,246,249,NA,1.055,2
Apr.2616,13,WAY,Gaultheria,glomerata,T,C,4,1,3,10.8,NA,2,NA,44,359,365,373,NA,1.639,2
ANC4641,13,WAY,Gaultheria,glomerata,T,C,4,1,5,10.8,NA,1,NA,24,284,282,299,NA,994,1
CAX0310,13,WAY,Hypericum,andinum,T,C,1,1,NA,16.5,NA,70,10,0.02,22,43,56,NA,1.393,70
ANO0763,13,WAY,Gaultheria,glomerata,T,C,4,2,3,12.6,NA,1,NA,42,365,371,364,NA,1.449,1
ANS5168,13,WAY,Gaultheria,glomerata,T,C,4,2,5,12.6,NA,2,NA,45,0.35,336,339,NA,1.656,2
AOA7789,13,WAY,Gaultheria,glomerata,T,C,4,2,2,12.6,NA,2,NA,29,306,301,333,NA,1.087,2
ANG3568,13,WAY,Gaultheria,glomerata,T,C,4,2,1,12.6,NA,2,NA,63,346,353,346,NA,2.023,2
ANK0018,13,WAY,Gaultheria,glomerata,T,C,4,2,4,12.6,NA,1,NA,55,342,0.37,349,"originally labelled leaf 3, but that was already present",1.743,1
CDW0498,13,WAY,Lachemilla,orbiculata,T,C,5,1,1,5,NA,3,NA,34,104,215,182,NA,1.349,3
BZS3165,13,WAY,Lachemilla,orbiculata,T,C,4,1,5,9,NA,2,NA,38,122,306,139,NA,1.479,2
BZZ0114,13,WAY,Paspalum,bonplandianum,T,C,3,1,3,16,15,2,NA,67,0.12,88,125,NA,4.998,2
BXC7384,12,QUE,Calamagrostis,cf. macrophylla,T,BB,1,5,NA,12.9,NA,5,NA,58,147,151,182,rolled,3.134,11
BZY2092,13,WAY,Paspalum,bonplandianum,T,C,3,1,4,16,15,2,NA,58,61,66,95,NA,4.485,2
CBN2433,13,WAY,Paspalum,bonplandianum,T,C,2,2,4,12,12.5,NA,NA,0.05,107,99,82,NA,NA,NA
CGJ2703,13,WAY,Paspalum,bonplandianum,T,C,5,3,3,9,NA,1,NA,45,127,128,107,NA,3.029,1
BZT2755,13,WAY,Lachemilla,orbiculata,T,C,4,2,1,3.7,NA,6,NA,54,196,231,171,NA,1.875,6
AJI9956,13,WAY,Halenia,umbellata,T,C,3,1,4,22,NA,2,NA,58,255,252,217,NA,2.038,2
BYE5193,13,WAY,Halenia,umbellata,T,C,5,1,3,20,NA,2,NA,37,182,159,151,NA,18.699.999.999.999.900,2
BWF2319,12,QUE,Calamagrostis,rigida,T,BB,1,1,NA,17.8,NA,2,NA,0.03,232,214,236,NA,717,2
BVI6248,12,QUE,Calamagrostis,cf. macrophylla,T,BB,5,1,NA,13,NA,5,NA,99,345,341,363,NA,2.592,6
BWS7242,12,QUE,Luzula,racemosa,T,BB,4,1,NA,5.7,NA,3,NA,55,213,207,213,NA,23.369.999.999.999.900,3
AWT5017,12,ACJ,Pernettya,prostrata,T,C,4,1,NA,27,NA,5,NA,87,429,266,416,NA,2.54,5
AXP2627,12,QUE,Vaccinium,floribundum,T,BB,2,1,NA,1.1,NA,5,NA,27,347,326,296,NA,971,6
AFC7174,12,QUE,Oreomyrrhis,andicola,T,BB,1,1,5,3,NA,11,NA,166,161,165,115,NA,3.656,11
BWN6157,12,QUE,Calamagrostis,rigida,T,BB,5,3,NA,15,NA,2,NA,11,198,188,185,NA,331,2
CAW9605,13,WAY,Lachemilla,orbiculata,T,C,1,2,2,3.7,NA,1,NA,165,242,228,0.24,This leaf is sub par - multiple holes and patchiness,4.383,1
BWP6443,13,WAY,Paspalum,bonplandianum,T,C,4,2,3,6.5,8,1,NA,36,0.12,113,113,NA,2.954,1
BXP2397,12,QUE,Carex,pichinchensis,T,BB,4,2,NA,7,NA,3,NA,82,233,0.23,212,NA,3.47,3
BVW8046,12,QUE,Anatherostipa,hans-meyeri,T,BB,4,3,NA,7,NA,5,NA,25,239,213,202,NA,1.011,6
AIW2607,12,QUE,Oreomyrrhis,andicola,T,BB,1,1,1,5.1,NA,10,NA,231,216,187,218,it is in pieces,7.811,10
AFB7921,12,QUE,Oreomyrrhis,andicola,T,BB,1,1,4,3,NA,2,NA,92,0.24,213,233,NA,1.598,2
AFM5707,12,QUE,Agrostis,trichodes,T,BB,2,3,NA,5,NA,9,NA,4,0.14,164,152,NA,958,9
BXK3244,12,QUE,Calamagrostis,tarmensis,T,BB,4,2,NA,15,NA,5,NA,155,353,386,367,"rolled leaf, double leaf area",4.041,8
AYV2757,12,QUE,Vaccinium,floribundum,T,BB,1,4,NA,2.3,NA,5,NA,72,239,311,322,NA,2.364,5
CCW1533,12,QUE,Calamagrostis,rigida,T,BB,4,3,NA,23,NA,2,NA,38,295,266,0.28,NA,10.259.999.999.999.900,2
AXV7545,12,QUE,Vaccinium,floribundum,T,BB,1,3,NA,1.4,NA,5,NA,78,334,0.34,316,NA,2.347,5
BZK5513,12,QUE,Agrostis,foliata,T,BB,3,3,NA,9,NA,10,NA,94,183,281,208,NA,3.562,10
CGD1629,12,QUE,Calamagrostis,rigida,T,BB,4,2,NA,23,NA,2,NA,0.03,0.31,306,311,NA,742,2
CBA3110,13,WAY,Paspalum,bonplandianum,T,C,4,2,1,6.5,8,1,NA,35,102,99,0.11,NA,2.85,1
AYT0814,12,QUE,Vaccinium,floribundum,T,BB,5,2,NA,3.3,NA,5,NA,56,293,321,274,NA,1.722,6
AYK3180,12,QUE,Vaccinium,floribundum,T,BB,5,3,NA,1.8,NA,6,NA,99,223,0.31,295,NA,3.302,6
AXU3669,12,QUE,Vaccinium,floribundum,T,BB,1,2,NA,1.4,NA,5,NA,61,264,344,331,NA,1.772,5
AJS0144,12,QUE,Gamochaeta,coarctata,T,BB,1,4,NA,5.9,NA,3,NA,5,101,86,74,NA,1.165,6
BVX5494,12,QUE,Carex,pygmaea,T,BB,5,1,NA,2.4,NA,5,NA,51,98,107,103,NA,4.627,7
BUE6490,12,QUE,Luzula,racemosa,T,BB,5,3,NA,47,NA,1,NA,12,283,151,236,brown tip,721,1
AXC1228,12,QUE,Agrostis,foliata,T,BB,5,3,NA,8,NA,2,NA,88,125,157,163,NA,1.884,4
BUM0436,12,QUE,Luzula,racemosa,T,BB,1,3,NA,13.1,NA,2,NA,41,207,0.2,188,NA,1.811,6
BVQ4137,12,QUE,Calamagrostis,cf. macrophylla,T,BB,5,3,NA,10,NA,5,NA,144,422,363,392,"rolled leaves, double area",3.976,5
AYQ4724,12,QUE,Calamagrostis,tarmensis,T,BB,3,1,NA,19,NA,1,NA,31,278,292,284,rolled,602,1
AYO6678,12,QUE,Agrostis,foliata,T,BB,1,1,NA,21.5,NA,3,NA,46,217,237,202,NA,2.828,4
AJD7146,12,QUE,Carex,pygmaea,T,BB,3,3,NA,3.5,NA,3,NA,52,166,163,168,NA,36.550.000.000.000.000,3
BXL0226,12,QUE,Carex,pichinchensis,T,BB,4,1,NA,10.6,NA,1,NA,106,228,237,225,NA,4.541,1
BJI6374,12,QUE,Geranium,filipes,T,BB,1,3,NA,NA,NA,2,NA,115,0.14,138,164,"plant height reads 0.35, which can't be right (sample originally collected by JvO)",3.927,2
CBW0593,12,QUE,Festuca,andina,T,BB,2,2,NA,8,NA,8,NA,89,161,0.16,152,NA,2.765,8
BWD0928,12,QUE,Hypericum,andinum,T,BB,1,1,NA,3.9,NA,47,10,32,84,0.08,73,NA,2.417,47
CFZ8016,12,QUE,Oreomyrrhis,andicola,T,BB,1,4,NA,5.5,4,2,NA,143,231,253,155,NA,4.228,2
AYJ0325,12,QUE,Vaccinium,floribundum,T,BB,1,5,NA,2.4,NA,5,NA,69,434,299,343,NA,2.321,6
AXW0624,12,QUE,Calamagrostis,tarmensis,T,BB,5,1,NA,11,NA,3,NA,0.06,185,204,193,Leaves rolled,1.221,4
BWJ5879,12,QUE,Calamagrostis,rigida,T,BB,5,2,NA,14.4,NA,4,NA,26,199,174,177,NA,1.151,4
BZG3800,13,WAY,Lachemilla,orbiculata,T,C,2,2,5,5.2,NA,5,NA,107,202,231,223,NA,2.437,5
AQD3230,13,WAY,Gaultheria,glomerata,T,C,3,2,4,11.4,NA,1,NA,59,345,371,342,NA,2.126,1
BZE9472,13,WAY,Lachemilla,orbiculata,T,C,2,2,4,5.2,NA,1,NA,121,221,224,217,NA,3.752,1
CBX5338,13,WAY,Halenia,umbellata,T,C,5,3,2,12,NA,1,NA,35,212,194,154,NA,1.521,1
CCB3507,13,WAY,Halenia,umbellata,T,C,5,3,1,12,NA,1,NA,38,202,0.22,223,NA,1.518,1
BUL7436,13,WAY,Vaccinium,floribundum,T,C,5,1,3,16.1,NA,5,NA,107,465,424,412,NA,NA,NA
CHJ1270,13,WAY,Vaccinium,floribundum,T,C,5,2,3,31.5,NA,5,NA,0.12,501,473,513,NA,3.174,5
BYP4529,13,WAY,Paspalum,bonplandianum,T,C,1,1,5,12,8.1,2,NA,49,77,68,78,NA,38.049.999.999.999.900,2
BYB6857,13,WAY,Halenia,umbellata,T,C,2,2,4,15,NA,1,NA,22,184,183,193,NA,914,1
CCG8293,13,WAY,Gaultheria,glomerata,T,C,5,1,2,8.1,NA,1,NA,0.07,453,449,464,NA,1.739,1
CCY0294,13,WAY,Gaultheria,glomerata,T,C,5,1,1,8.1,NA,1,NA,81,497,498,0.53,NA,1.863,1
CCU7002,13,WAY,Halenia,umbellata,T,C,4,1,1,4,NA,1,NA,28,246,233,229,NA,833,1
CBS1181,13,WAY,Halenia,umbellata,T,C,4,1,4,4,NA,1,NA,25,253,232,235,NA,1.053,1
CCI4859,13,WAY,Halenia,umbellata,T,C,4,1,3,4,NA,1,NA,24,0.28,234,242,NA,921,1
CCM6658,13,WAY,Halenia,umbellata,T,C,4,1,2,4,NA,1,NA,29,228,223,203,NA,0.81,1
CWD5069,14,WAY,Paspalum,bonplandianum,S,NA,NA,3,NA,NA,NA,4,NA,329,66,64,78,2020-03-14-743-WAY-PABO-3-AT,19.338,12
CML0422,14,WAY,Paspalum,bonplandianum,S,NA,NA,1,NA,NA,NA,3,NA,351,69,86,95,Scan ID: 2020-03-14-7:43_WAY_PABO_I_AT,15.215,10
CMP2483,14,WAY,Paspalum,bonplandianum,S,NA,NA,2,NA,NA,NA,4,NA,323,71,74,54,NA,22.319,11
AOE1390,13,WAY,Gaultheria,glomerata,T,C,3,1,1,27,NA,1,NA,96,455,419,404,NA,3.027,1
CHF2877,13,WAY,Vaccinium,floribundum,T,C,5,1,4,16.1,NA,5,NA,94,0.43,398,367,NA,2.457,5
AOI8001,13,WAY,Gaultheria,glomerata,T,C,3,1,3,27,NA,1,NA,38,406,396,399,NA,3.271,1
AOM2689,13,WAY,Gaultheria,glomerata,T,C,3,1,4,27,NA,1,NA,133,482,485,463,NA,3.356,1
ANF1645,13,WAY,Gaultheria,glomerata,T,C,3,2,1,11.4,NA,1,NA,68,362,0.36,363,NA,2.475,1
AQH2804,13,WAY,Gaultheria,glomerata,T,C,3,2,3,11.4,NA,1,NA,0.06,292,299,307,NA,2.368,1
ANB5703,13,WAY,Gaultheria,glomerata,T,C,3,2,2,11.4,NA,1,NA,44,308,275,316,NA,1.856,1
APZ0064,13,WAY,Gaultheria,glomerata,T,C,3,2,5,11.4,NA,2,NA,48,353,322,339,NA,1.766,2
BYO7151,13,WAY,Paspalum,bonplandianum,T,C,1,1,3,12,9.4,1,NA,55,113,98,121,NA,04.01,1
BYQ5420,13,WAY,Paspalum,bonplandianum,T,C,1,1,4,12,7.3,1,NA,51,83,0.09,92,NA,3.93,1
CDF2200,13,WAY,Gaultheria,glomerata,T,C,1,1,3,20.7,NA,1,NA,126,473,462,463,NA,3.3,1
CKN4272,13,WAY,Rhynchospora,macrochaeta,T,C,2,1,1,34.2,61.3,5,NA,0.32,211,124,158,NA,17.419.999.999.999.900,5
CFR1930,13,WAY,Rhynchospora,macrochaeta,T,C,5,2,4,48.2,51.1,3,NA,333,198,207,0.2,NA,15.203.999.999.999.900,3
BXY8812,13,WAY,Gaultheria,glomerata,T,C,1,1,2,20.7,NA,1,NA,184,475,492,0.49,NA,4.69,1
CJL9314,13,WAY,Rhynchospora,macrochaeta,T,C,2,1,2,34.2,61.3,5,NA,303,154,153,0.15,NA,18.417,5
CKR1084,13,WAY,Rhynchospora,macrochaeta,T,C,1,1,5,120,NA,2,NA,451,175,182,178,leaf from flower stem. no basal leaves available. plant height may have been of the flower stem not basal leaves,24.505.000.000.000.000,2
CKJ4817,13,WAY,Rhynchospora,macrochaeta,T,C,1,1,4,120,NA,4,NA,552,202,203,0.21,leaf from flower stem. no basal leaves available. plant height may have been of the flower stem not basal leaves. Top 4.4cm are brown. Brown splotches,26.526,4
CKF4385,13,WAY,Rhynchospora,macrochaeta,T,C,1,1,2,120,NA,4,NA,629,212,199,0.2,leaf from flower stem. no basal leaves available. plant height may have been of the flower stem not basal leaves. Minor brown splotches,29.779,4
CIY4513,13,WAY,Rhynchospora,macrochaeta,T,C,1,1,3,120,NA,3,NA,564,196,187,207,leaf from flower stem. no basal leaves available. plant height may have been of the flower stem not basal leaves,28.726,3
CKG0463,13,WAY,Rhynchospora,macrochaeta,T,C,2,1,3,34.2,61.3,4,NA,228,128,122,97,NA,13.927.999.999.999.900,4
BYY5473,13,WAY,Halenia,umbellata,T,C,2,2,5,15,NA,1,NA,26,203,205,184,NA,1.161,1
ANW8854,13,WAY,Gaultheria,glomerata,T,C,3,1,2,27,NA,1,NA,73,405,388,387,NA,2.655,1
CCO2481,13,WAY,Gaultheria,glomerata,T,C,5,1,4,8.1,NA,1,NA,54,396,417,433,NA,1.539,1
CCK5600,13,WAY,Gaultheria,glomerata,T,C,5,1,3,8.1,NA,1,NA,32,353,378,417,NA,1.079,1
BYV2133,13,WAY,Halenia,umbellata,T,C,2,3,2,8,NA,1,NA,23,184,199,187,NA,1.074,1
BYS5952,13,WAY,Halenia,umbellata,T,C,2,3,1,8,NA,1,NA,22,189,214,215,NA,0.9,1
BYW5762,12,WAY,Baccharis,genistelloides,T,C,1,1,NA,26.3,NA,3,10,94,156,194,138,should collection day be 13?,4.875,3
CMH0413,13,WAY,Rhynchospora,macrochaeta,T,C,5,1,4,52,63,5,NA,642,225,277,243,NA,27.232,5
BYU2871,13,WAY,Halenia,umbellata,T,C,2,3,3,8,NA,1,NA,22,204,211,206,NA,925,1
CHI1884,13,WAY,Vaccinium,floribundum,T,C,5,2,4,31.5,NA,5,NA,106,457,0.48,476,NA,3.031,5
CIZ2145,13,WAY,Rhynchospora,macrochaeta,T,C,2,1,5,34.2,61.3,2,NA,274,207,186,245,NA,10.99,2
CHC8847,13,WAY,Vaccinium,floribundum,T,C,5,2,2,31.5,NA,5,NA,88,521,484,522,NA,2.465,5
CBT1214,13,WAY,Halenia,umbellata,T,C,5,3,3,12,NA,1,NA,25,136,157,143,NA,1.039,1
CBP0312,13,WAY,Halenia,umbellata,T,C,5,3,4,12,NA,1,NA,38,217,196,208,NA,1.661,1
CBV2923,13,WAY,Vaccinium,floribundum,T,C,5,1,2,16.1,NA,5,NA,109,439,493,447,NA,2.892,5
ABQ1404,12,ACJ,Paspalum,bonplandianum,T,C,2,2,4,NA,NA,1,NA,26,97,93,101,NA,1.922,1
ATV9424,12,ACJ,Paspalum,bonplandianum,T,C,4,1,2,NA,19,1,NA,101,171,223,225,NA,7.303,1
CFT4557,13,WAY,Lachemilla,orbiculata,T,C,1,2,1,7.5,NA,3,NA,175,282,197,205,NA,5.227,3
CAL2354,13,WAY,Gaultheria,glomerata,T,C,2,2,5,18,NA,5,NA,86,0.4,0.4,425,NA,24.690.000.000.000.000,5
CEM4656,13,WAY,Halenia,umbellata,T,C,1,1,1,12,NA,1,NA,67,137,146,149,NA,2.636,1
CFI4619,13,WAY,Halenia,umbellata,T,C,1,2,1,11,NA,5,NA,65,193,249,216,NA,2.604,5
CBC2682,13,WAY,Paspalum,bonplandianum,T,C,2,2,1,12,12.5,5,NA,32,96,91,78,NA,2.751,5
CDV3004,13,WAY,Halenia,umbellata,T,C,3,2,2,5.3,NA,4,NA,37,142,143,142,NA,1.699,4
CGE7470,13,WAY,Paspalum,bonplandianum,T,C,5,3,4,9,NA,2,NA,39,NA,NA,NA,Missing leaf after scanning,3.173,2
ANV3575,13,WAY,Paspalum,bonplandianum,T,C,5,1,2,10,NA,5,NA,31,72,75,0.07,NA,3.111,5
AOH9979,13,WAY,Paspalum,bonplandianum,T,C,5,1,5,10,NA,4,NA,27,72,75,89,NA,2.781,4
ANU1186,13,WAY,Lachemilla,orbiculata,T,C,4,1,1,9,NA,3,NA,93,193,218,195,NA,3.299,3
CBL9965,13,WAY,Paspalum,bonplandianum,T,C,2,2,2,12,12.5,1,NA,46,143,0.11,91,NA,3.965,1
BUO6200,13,WAY,Paspalum,bonplandianum,T,C,2,1,3,17,18.5,2,NA,68,66,82,0.07,NA,6.369.000.000.000.000,2
AKP1497,13,WAY,Werneria,nubigena,T,BB,3,2,NA,4.3,NA,2,NA,0.08,532,335,252,NA,25.239.999.999.999.900,2
CDK4261,13,WAY,Paspalum,bonplandianum,T,C,1,1,2,10,11.5,3,NA,32,79,76,59,NA,3.015,3
BVU4152,12,QUE,Viola,pygmaea,T,BB,1,2,NA,1.7,NA,1,NA,28,219,0.17,0.17,NA,472,1
BZQ3557,13,WAY,Paspalum,bonplandianum,T,C,3,2,1,19,31,4,NA,32,52,72,37,NA,1.682,4
CGY2493,13,WAY,Paspalum,bonplandianum,T,C,4,1,4,9.5,9.8,NA,NA,33,99,95,114,NA,NA,NA
CIG8658,14,TRE,Vaccinium,floribundum,T,C,4,1,5,21,NA,5,NA,94,438,0.43,378,NA,2.733,5
APM3849,14,TRE,Lachemilla,orbiculata,T,C,1,1,2,2.6,NA,1,NA,89,364,319,281,Herbivory,2.647,1
CEC4306,14,TRE,Paspalum,bonplandianum,T,C,1,2,2,71,8.5,2,NA,54,114,112,102,NA,3.125,2
CFE2595,14,TRE,Paspalum,bonplandianum,T,C,3,2,5,5.5,18.5,1,NA,115,109,104,109,NA,7.479,1
CXF0668,14,TRE,Halenia,umbellata,T,C,1,2,5,3.9,NA,1,NA,22,163,154,193,NA,597,1
APP1533,14,TRE,Halenia,umbellata,T,C,4,1,3,10,NA,1,NA,23,215,213,216,NA,848,1
CWN1073,14,TRE,Halenia,umbellata,T,C,1,1,4,6,NA,1,NA,38,215,197,157,NA,1.276,1
AOU5634,14,TRE,Gaultheria,glomerata,T,C,1,2,3,3.6,NA,1,NA,48,438,389,393,NA,1.305,1
CWP6646,14,TRE,Halenia,umbellata,T,C,1,2,1,3.9,NA,1,NA,28,215,0.22,169,NA,771,1
APL1327,14,TRE,Halenia,umbellata,T,C,4,1,4,10,NA,1,NA,29,212,207,224,NA,1.061,1
CEB0998,14,TRE,Paspalum,bonplandianum,T,C,3,2,1,5.5,18.5,5,NA,0.09,0.1,102,101,NA,6.058.999.999.999.990,5
CIO0938,14,TRE,Gaultheria,glomerata,T,C,3,1,2,12.5,NA,1,NA,122,351,377,413,NA,4.107,1
CWR0183,14,TRE,Halenia,umbellata,T,C,1,1,3,6,NA,2,NA,45,272,0.23,282,NA,1.31,2
AOZ3059,14,TRE,Gaultheria,glomerata,T,C,1,1,2,4.7,NA,1,NA,94,446,477,474,NA,2.135,1
AQG1962,14,TRE,Paspalum,bonplandianum,T,C,3,2,4,5.5,18.5,1,NA,0.14,108,101,103,NA,8.78,1
CKY4277,14,TRE,Gaultheria,glomerata,T,C,2,2,3,11,NA,2,NA,49,412,385,409,NA,1.56,2
APX5383,14,TRE,Gaultheria,glomerata,T,C,1,2,5,3.6,NA,1,NA,35,0.44,426,412,NA,1.025,1
AQI6603,14,TRE,Halenia,umbellata,T,C,4,2,4,10,NA,1,NA,57,253,262,0.26,NA,2.438,1
