ID,Day,Site,Genus,Species,Project,Experiment,Plot_ID,Individual_nr,Leaf_nr,Plant_Height_cm,Plant_Length_cm,Bulk_nr_leaves,Length_cm,Wet_Mass_g,Leaf_Thickness_1_mm,Leaf_Thickness_2_mm,Leaf_Thickness_3_mm,Remark,LeafArea_cm2,nLeafScan
BIN2512,12,ACJ,Gaultheria,glomerata,T,C,3,1,5,19.4,NA,1,NA,152,555,591,556,NA,3.238,1
BII9464,12,ACJ,Gaultheria,glomerata,T,C,3,1,4,19.4,NA,1,NA,215,566,545,537,NA,5.193,1
BIR4394,12,ACJ,Gaultheria,glomerata,T,C,3,1,3,19.4,NA,1,NA,247,607,569,545,NA,5.409,1
BBK1325,12,ACJ,Gaultheria,glomerata,T,C,1,2,4,21.5,NA,1,NA,258,482,0.49,449,NA,7.452,1
BGQ3334,12,ACJ,Gaultheria,glomerata,T,C,1,2,5,21.5,NA,1,NA,287,502,525,498,NA,7.168,1
BIM1986,12,ACJ,Gaultheria,glomerata,T,C,3,2,5,4.6,NA,1,NA,88,473,448,427,NA,2.776,1
BIF7120,12,ACJ,Gaultheria,glomerata,T,C,3,2,4,4.6,NA,1,NA,0.13,509,518,477,NA,3.605,1
BIJ9955,12,ACJ,Gaultheria,glomerata,T,C,3,2,3,4.6,NA,1,NA,132,539,499,459,NA,3.753,1
AHV6564,12,ACJ,Chaptalia,cordata,T,C,3,2,NA,3.3,NA,1,NA,271,482,491,452,NA,5.527,1
AHR0591,12,ACJ,Chaptalia,cordata,T,C,3,3,NA,2.7,NA,1,NA,0.22,393,403,349,NA,4.616,1
BHY2343,12,ACJ,Elaphoglossum,huacsaro,T,C,2,1,NA,9,NA,1,NA,312,534,0.62,694,NA,4.893,1
BBV3650,12,ACJ,Elaphoglossum,amphioxys,T,C,1,3,NA,17.5,NA,1,NA,1.497,703,708,0.72,NA,20.715,1
BBJ6370,12,ACJ,Elaphoglossum,huacsaro,T,C,2,3,NA,16.5,NA,4,NA,356,497,512,0.48,NA,6.481,4
BGB9549,12,ACJ,Rhynchospora,macrochaeta,T,C,3,2,3,33.5,42.5,6,NA,285,199,201,193,NA,13.919,6
BGA6044,12,ACJ,Rhynchospora,macrochaeta,T,C,3,2,4,33.5,42.5,5,NA,283,209,199,198,NA,13.233,5
BEZ2263,12,ACJ,Rhynchospora,macrochaeta,T,C,5,1,1,48,78,5,NA,589,243,232,231,NA,21.23,5
BKI1080,12,ACJ,Rhynchospora,macrochaeta,T,C,4,1,1,33,47,5,NA,381,246,0.24,239,NA,15.806.000.000.000.000,5
BBS0819,12,ACJ,Rhynchospora,macrochaeta,T,C,2,2,NA,53,121.5,8,NA,0.73,241,268,268,NA,29.142,8
BCB3365,12,ACJ,Rhynchospora,macrochaeta,T,C,2,3,NA,102.6,116.3,4,NA,499,277,289,283,NA,19,4
AZR3366,12,ACJ,Miconia,rotundifolia,T,C,1,3,NA,10.5,NA,1,NA,59,366,393,361,NA,1.769,1
BGY8223,12,ACJ,Vaccinium,floribundum,T,C,3,1,4,26.5,NA,5,NA,78,531,493,515,NA,2.21,5
BFZ2035,12,ACJ,Lycopodium,clavatum,T,C,3,3,NA,9.6,NA,272,10,236,234,122,162,NA,8.969,272
BAI5013,12,ACJ,Hypericum,andinum,T,C,4,3,NA,23.5,NA,50,NA,37,81,69,54,NA,2.098,50
BAD9325,12,ACJ,Vaccinium,floribundum,T,C,3,1,2,26.5,NA,5,NA,89,529,535,547,NA,2.241,5
BBM4168,12,ACJ,Vaccinium,floribundum,T,C,3,1,1,26.5,NA,5,NA,86,0.55,483,533,NA,2.194,5
BFQ6881,12,ACJ,Vaccinium,floribundum,T,C,3,1,3,26.5,NA,4,NA,63,533,476,491,NA,1.703,4
BKD0586,12,ACJ,Vaccinium,floribundum,T,C,5,2,5,25,NA,5,NA,115,514,465,493,NA,33.360.000.000.000.000,5
BKH2101,12,ACJ,Vaccinium,floribundum,T,C,5,1,4,24,NA,5,NA,162,0.6,614,596,NA,37.030.000.000.000.000,5
AZO1059,12,ACJ,Hypericum,andinum,T,C,1,1,NA,20.4,NA,54,10,29,55,0.05,85,NA,2.038,54
AKZ8833,12,ACJ,Pernettya,prostrata,T,C,1,3,NA,15.5,NA,5,NA,72,537,546,431,NA,18.279.999.999.999.900,5
AZI3417,12,ACJ,Vaccinium,floribundum,T,C,1,1,1,24.8,NA,5,NA,76,494,443,467,NA,2.908,5
AZY4527,12,ACJ,Vaccinium,floribundum,T,C,1,1,3,24.8,NA,5,NA,0.09,465,427,431,NA,2.733,5
BAM2811,12,ACJ,Vaccinium,floribundum,T,C,2,3,NA,30,NA,5,NA,102,456,463,438,NA,3.149,5
BAB2292,12,ACJ,Vaccinium,floribundum,T,C,1,1,2,24.8,NA,5,NA,82,439,392,411,NA,2.503,5
BKJ0926,12,ACJ,Vaccinium,floribundum,T,C,5,1,3,24,NA,5,NA,106,429,534,395,NA,3.067,5
AYW8578,12,ACJ,Hypericum,andinum,T,C,3,2,NA,25.1,NA,68,10,38,115,88,106,NA,2.626,68
BBQ7082,12,ACJ,Vaccinium,floribundum,T,C,2,2,2,29,NA,5,NA,85,404,479,453,NA,2.491,5
BAK4546,12,ACJ,Vaccinium,floribundum,T,C,2,2,3,29,NA,5,NA,76,423,0.48,431,NA,2.231,5
BBB1123,12,ACJ,Vaccinium,floribundum,T,C,2,2,1,29,NA,4,NA,61,474,396,458,NA,1.853,4
AIT9407,12,ACJ,Vaccinium,floribundum,T,C,4,3,NA,34,NA,5,NA,156,537,576,535,NA,3.639,5
BKF6789,12,ACJ,Vaccinium,floribundum,T,C,5,1,1,24,NA,5,NA,91,598,435,448,NA,2.621,5
BKB2600,12,ACJ,Vaccinium,floribundum,T,C,5,1,2,24,NA,5,NA,117,591,607,496,NA,2.918,5
BFK0583,12,ACJ,Gaultheria,glomerata,T,C,5,3,3,12.5,NA,1,NA,0.2,546,0.56,558,NA,4.442,1
AZV3791,12,ACJ,Miconia,rotundifolia,T,C,1,1,NA,7.5,NA,1,NA,89,409,423,492,NA,2.251,1
BKC2775,12,ACJ,Vaccinium,floribundum,T,C,5,2,4,25,NA,5,NA,118,523,402,465,NA,3.625,5
AZF5769,12,ACJ,Miconia,rotundifolia,T,C,1,2,NA,6.5,NA,1,NA,108,522,458,358,NA,2.934,1
BKG1309,12,ACJ,Vaccinium,floribundum,T,C,5,1,5,24,NA,5,NA,156,0.54,603,582,NA,3.786,5
BGK5343,12,ACJ,Hypericum,andinum,T,C,5,1,NA,NA,NA,48,NA,329,155,114,119,plant height missing,2.337,48
AIN6045,12,ACJ,Vaccinium,floribundum,T,C,4,1,NA,26,NA,5,NA,114,366,489,458,NA,3.329,5
AWS4753,12,ACJ,Pernettya,prostrata,T,C,5,3,NA,35,NA,5,NA,93,251,268,268,NA,2.186,5
AIJ5153,12,ACJ,Vaccinium,floribundum,T,C,4,2,NA,46,NA,5,NA,0.1,533,478,495,NA,2.591,5
AWD5144,12,ACJ,Pernettya,prostrata,T,C,5,2,NA,31,NA,5,NA,82,279,439,269,NA,1.97,5
BDF8648,12,ACJ,Hypericum,andinum,T,C,3,1,NA,13.6,NA,87,10,32,0.09,0.07,118,NA,2.126,87
BFY7624,12,ACJ,Vaccinium,floribundum,T,C,3,2,3,12.4,NA,5,NA,108,192,244,265,NA,3.035,5
AAG6831,12,ACJ,Paspalum,bonplandianum,T,C,4,1,1,19,19,1,NA,76,0.1,128,122,NA,6.317,1
AIQ0923,12,QUE,Euphorbia,huancachana,T,BB,1,3,NA,1.2,NA,5,NA,27,208,197,203,NA,12.910.000.000.000.000,5
AIL6011,12,QUE,Werneria,nubigena,T,BB,5,3,NA,3.3,NA,1,NA,111,563,642,602,NA,1.978,1
AIY8963,12,QUE,Oreithales,integrifolia,T,BB,5,3,NA,0.21,NA,1,NA,392,429,491,576,NA,2.738,1
BAJ5053,12,ACJ,Vaccinium,floribundum,T,C,2,2,4,29,NA,5,NA,84,358,402,439,NA,2.474,5
BBI6535,12,ACJ,Vaccinium,floribundum,T,C,1,3,NA,30,NA,5,NA,91,567,458,503,NA,27.279.999.999.999.900,5
AZJ1578,12,QUE,Aphanactis,villosa,T,BB,3,1,2,4,NA,2,NA,19,231,238,226,NA,704,2
BAV9519,12,ACJ,Lycopodium,clavatum,T,C,1,3,NA,20.5,NA,303,NA,0.21,109,154,63,NA,9.746,303
AAW2094,12,ACJ,Hieracium,c.f. mandonii,T,C,2,2,NA,8.5,NA,2,NA,201,292,298,266,NA,6.762,2
ADT1647,12,ACJ,Lachemilla,orbiculata,T,C,2,3,3,3,NA,1,NA,77,332,0.32,385,NA,2.529,1
AAI8954,12,ACJ,Halenia,umbellata,T,C,4,3,3,18,NA,1,NA,65,221,222,207,NA,2.338,1
AIM4525,12,QUE,Werneria,nubigena,T,BB,5,1,NA,6.4,NA,1,NA,231,561,609,646,NA,4.252,1
BBO2032,12,ACJ,Vaccinium,floribundum,T,C,1,2,1,31.5,NA,5,NA,105,422,0.49,409,NA,3.153,5
BBL1905,12,ACJ,Vaccinium,floribundum,T,C,1,2,3,31.5,NA,5,NA,134,533,434,427,NA,3.539,5
BBH6627,12,ACJ,Vaccinium,floribundum,T,C,1,2,2,31.5,NA,5,NA,128,598,402,385,NA,3.534,5
BBE9957,12,ACJ,Vaccinium,floribundum,T,C,1,2,5,31.5,NA,5,NA,118,0.41,371,385,NA,36.870.000.000.000.000,5
ACH3760,12,ACJ,Halenia,umbellata,T,C,1,2,3,10.8,NA,1,NA,78,218,226,0.28,NA,2.501,1
ABJ6329,12,ACJ,Halenia,umbellata,T,C,1,2,2,10.8,NA,1,NA,97,277,276,311,NA,2.796,1
ABH3333,12,ACJ,Halenia,umbellata,T,C,3,3,4,9.6,NA,1,NA,59,298,293,0.31,NA,1.915,1
Aug.4202,12,ACJ,Lachemilla,orbiculata,T,C,3,2,1,6,NA,1,NA,128,234,234,217,NA,4.394,1
BAL4822,12,ACJ,Vaccinium,floribundum,T,C,2,1,2,57,NA,5,NA,82,522,474,539,NA,2.186,5
BGC9326,12,ACJ,Vaccinium,floribundum,T,C,3,2,4,12.4,NA,5,NA,112,493,495,521,NA,3.008,5
BAP6673,12,ACJ,Vaccinium,floribundum,T,C,2,1,3,57,NA,5,NA,76,415,432,0.35,NA,2.018,5
BBP7296,12,ACJ,Vaccinium,floribundum,T,C,1,2,4,31.5,NA,5,NA,154,477,515,404,NA,40.489.999.999.999.900,5
BJY7661,12,ACJ,Vaccinium,floribundum,T,C,5,2,2,25,NA,5,NA,114,486,504,465,NA,3.29,5
BJX5743,12,ACJ,Vaccinium,floribundum,T,C,5,2,1,25,NA,5,NA,127,449,394,433,NA,3.616,5
BGG6914,12,ACJ,Vaccinium,floribundum,T,C,3,2,5,12.4,NA,5,NA,128,0.57,561,501,NA,3.396,5
BAX2075,12,ACJ,Vaccinium,floribundum,T,C,2,1,5,57,NA,5,NA,65,396,389,0.3,NA,1.851,5
BAN5621,12,ACJ,Vaccinium,floribundum,T,C,2,2,5,29,NA,5,NA,75,403,467,429,NA,2.368,5
BAU9263,12,ACJ,Pernettya,prostrata,T,C,3,3,NA,26.5,NA,5,NA,53,314,267,307,NA,1.242,5
BJZ0487,12,ACJ,Vaccinium,floribundum,T,C,5,2,3,25,NA,5,NA,132,463,394,348,NA,3.714,5
BAT8676,12,ACJ,Vaccinium,floribundum,T,C,2,1,4,57,NA,5,NA,77,0.44,558,0.5,NA,2.076,5
BJE0168,12,QUE,Oreithales,integrifolia,T,BB,5,1,NA,0.34,NA,1,NA,582,0.51,564,514,NA,5.307,1
AJB8853,12,QUE,Belonanthus,hispidus,T,BB,2,3,NA,0.2,NA,10,NA,53,0.32,358,281,NA,1.097,10
AJE3805,12,QUE,Werneria,villosa,T,BB,1,2,NA,1.1,NA,15,NA,59,311,239,178,NA,534,15
AJF4574,12,QUE,Werneria,villosa,T,BB,1,1,NA,2,NA,10,NA,86,299,305,237,NA,3.473,11
BCA7821,12,QUE,Carex,pygmaea,T,BB,3,5,NA,2.4,NA,1,NA,13,175,175,168,NA,752,2
ADC3290,12,ACJ,Lachemilla,orbiculata,T,C,2,2,4,9,NA,1,NA,188,268,274,256,NA,5.837,1
ADA0944,12,ACJ,Lachemilla,orbiculata,T,C,4,2,3,2,NA,5,NA,156,0.2,0.35,362,NA,3.54,5
AUY8492,12,ACJ,Paspalum,bonplandianum,T,C,5,2,2,20,NA,1,NA,0.06,189,195,182,NA,4.922,1
AAD6680,12,ACJ,Paspalum,bonplandianum,T,C,4,3,3,17,NA,1,NA,101,0.13,152,128,NA,7.598,1
ASX0997,12,ACJ,Paspalum,bonplandianum,T,C,1,3,5,15.5,21.4,1,NA,34,129,0.11,89,NA,3.108,1
AAY3045,12,ACJ,Paspalum,bonplandianum,T,C,3,1,3,11.7,16,1,NA,81,97,112,104,NA,5.788,1
ASO9797,12,ACJ,Paspalum,bonplandianum,T,C,1,3,4,15.5,21.4,1,NA,47,95,88,79,NA,4.388,1
AEM7938,12,ACJ,Paspalum,bonplandianum,T,C,1,2,3,9.5,12,1,NA,29,108,99,97,NA,2.809,1
ABY2122,12,ACJ,Paspalum,bonplandianum,T,C,3,1,1,11.7,16,1,NA,83,146,141,129,NA,6.517,1
AAB6480,12,ACJ,Paspalum,bonplandianum,T,C,4,2,5,16,17,1,NA,44,117,131,145,NA,3.048,1
ABW0088,12,ACJ,Halenia,umbellata,T,C,2,3,5,5.3,NA,1,NA,36,277,284,282,NA,01.09,1
AAS2586,12,ACJ,Halenia,umbellata,T,C,2,3,4,5.3,NA,1,NA,37,294,293,313,NA,986,1
AAR1903,12,ACJ,Halenia,umbellata,T,C,2,3,3,5.3,NA,1,NA,42,286,0.31,303,NA,1.183,1
ACW6576,12,ACJ,Lachemilla,orbiculata,T,C,4,1,5,8,NA,3,NA,201,318,269,256,NA,12.428.999.999.999.900,3
AUH1440,12,ACJ,Lachemilla,orbiculata,T,C,4,1,2,8,NA,5,NA,264,285,276,293,NA,7.029,5
BDV1956,12,QUE,Belonanthus,hispidus,T,BB,2,2,NA,0.3,NA,10,NA,49,274,263,271,NA,1.234,12
AJK7215,12,QUE,Carex,pygmaea,T,BB,2,2,NA,2,NA,4,NA,21,183,162,151,NA,1.554,5
AJG6251,12,QUE,Carex,pygmaea,T,BB,2,3,NA,1.5,NA,6,NA,27,153,0.16,84,NA,2.11,7
AJO3933,12,QUE,Carex,pygmaea,T,BB,2,1,NA,1.3,NA,7,NA,108,206,198,175,NA,5.968,8
ALB4469,12,QUE,Hypochaeris,taraxacoides,T,BB,1,1,NA,0.8,NA,2,NA,94,231,238,234,NA,2.167,5
ASU5572,12,QUE,Antennaria,linearifolia,T,BB,5,1,NA,1.9,NA,4,NA,133,327,365,334,NA,4.231,5
AJP6010,12,QUE,Carex,pygmaea,T,BB,2,4,NA,2.5,NA,3,NA,31,168,168,0.16,NA,2.261,4
BBY2161,12,QUE,Baccharis,caespitosa,T,BB,2,3,NA,0.7,NA,5,NA,4,248,279,254,NA,285,5
BCY3557,12,QUE,Werneria,villosa,T,BB,1,4,NA,0.12,NA,10,NA,64,292,293,309,NA,0.99,17
AVZ7947,12,QUE,Antennaria,linearifolia,T,BB,1,3,NA,2.3,NA,5,NA,141,237,248,274,NA,2.699,14
AKI5063,12,QUE,Hypochaeris,taraxacoides,T,BB,2,1,NA,3,NA,3,NA,0.25,272,264,258,NA,4.464,6
AVW4960,12,QUE,Antennaria,linearifolia,T,BB,5,3,NA,1.7,NA,7,NA,187,347,295,287,NA,4.71,7
BDE7008,12,QUE,Werneria,villosa,T,BB,1,2,NA,0.17,NA,11,NA,0.04,0.31,309,337,NA,1.633,11
AKU2768,12,QUE,Hypochaeris,taraxacoides,T,BB,1,2,NA,2.2,NA,1,NA,65,243,0.27,238,NA,17.959.999.999.999.900,3
AKQ8501,12,QUE,Hypochaeris,taraxacoides,T,BB,1,3,NA,1.8,NA,2,NA,56,197,231,217,NA,1.169,2
BDS6325,12,QUE,Bromus,lanatus,T,BB,1,3,NA,11.5,NA,2,NA,74,182,176,191,NA,4.536,2
BBG2942,12,QUE,Agrostis,trichodes,T,BB,2,1,NA,6,NA,20,NA,112,149,145,122,NA,3.895,23
AFE3166,12,QUE,Antennaria,linearifolia,T,BB,1,5,NA,3.5,NA,5,NA,186,337,253,326,NA,5.382,7
BDW0393,12,QUE,Bromus,lanatus,T,BB,1,4,NA,1,NA,3,NA,64,187,201,197,NA,3.863,3
AWI7431,12,QUE,Anatherostipa,hans-meyeri,T,BB,5,1,NA,9,NA,5,NA,102,245,244,0.24,NA,1.791,13
BDP2694,12,QUE,Bromus,lanatus,T,BB,1,2,NA,12,NA,1,NA,0.1,253,182,253,NA,3.961,1
AXI2974,12,QUE,Carex,boliviensis,T,BB,4,3,NA,NA,NA,2,NA,37,237,204,173,plant height missing,1.704,2
BUT0954,12,QUE,Carex,pichinchensis,T,BB,1,4,NA,11,NA,2,NA,175,0.3,305,0.32,NA,7.13,2
AXO5399,12,QUE,Orithrophium,hieracioides,T,BB,5,3,NA,0.8,NA,1,NA,63,398,0.37,383,NA,15.899.999.999.999.900,2
AXN6442,12,QUE,Orithrophium,hieracioides,T,BB,5,2,NA,0.1,NA,2,NA,112,463,412,382,NA,2.717,2
BDA5299,12,QUE,Werneria,villosa,T,BB,1,1,NA,2.4,NA,10,NA,45,321,267,289,NA,2.203,13
AXL1721,12,QUE,Anatherostipa,hans-meyeri,T,BB,2,3,NA,7,NA,5,NA,27,251,296,279,NA,1.286,5
BDC4816,12,QUE,Orithrophium,hieracioides,T,BB,4,1,NA,NA,NA,1,NA,164,596,571,612,plant height missing; ind 3 has height 0.7cm in case there is only 1 ind,2.398,1
AWG2964,12,QUE,Hypochaeris,taraxacoides,T,BB,5,3,NA,1.2,NA,5,NA,238,521,521,525,NA,2.61,5
AKH9598,12,QUE,Hypochaeris,taraxacoides,T,BB,2,3,NA,1.3,NA,3,NA,465,222,0.21,226,NA,8.738,8
AKK2945,12,QUE,Gentianella,ernestii,T,BB,5,2,NA,1.5,NA,3,NA,72,444,0.39,347,NA,1.886,5
AWW1795,12,QUE,Werneria,villosa,T,BB,2,1,NA,3.5,NA,5,NA,135,0.23,207,243,NA,3.136,23
AWZ7731,12,QUE,Werneria,villosa,T,BB,2,2,NA,3.2,NA,15,NA,198,186,156,0.17,NA,2.747,19
AKJ0837,12,QUE,Gentianella,ernestii,T,BB,5,3,NA,9,NA,3,NA,64,431,404,233,NA,1.451,3
ATM7065,12,QUE,Hypochaeris,taraxacoides,T,BB,5,1,NA,0.6,NA,10,NA,74,399,387,424,NA,1.248,10
AXJ7061,12,QUE,Anatherostipa,hans-meyeri,T,BB,2,1,NA,8,NA,5,NA,35,249,238,0.25,NA,1.131,6
AKS1170,12,QUE,Werneria,nubigena,T,BB,3,1,NA,2.9,NA,1,NA,167,361,378,421,NA,3.065,3
AWO3114,12,QUE,Agrostis,foliata,T,BB,5,2,NA,7,NA,2,NA,13,192,167,103,NA,5.349.999.999.999.990,2
AFH6927,12,QUE,Antennaria,linearifolia,T,BB,2,4,NA,1.3,NA,5,NA,0.07,342,227,338,NA,2.459,5
AJL5468,12,QUE,Oreithales,integrifolia,T,BB,3,1,NA,2.1,NA,1,NA,318,471,538,549,NA,2.821,1
BCL1906,12,QUE,Antennaria,linearifolia,T,BB,4,2,NA,2.6,NA,5,NA,162,327,318,321,NA,3.612,9
AXH6633,12,QUE,Carex,boliviensis,T,BB,4,2,NA,5.5,NA,1,NA,38,182,166,145,NA,1.993,1
AFG3654,12,QUE,Antennaria,linearifolia,T,BB,2,5,NA,1.4,NA,5,NA,109,212,201,227,NA,3.679,7
AKT6450,12,QUE,Werneria,nubigena,T,BB,3,3,NA,7.5,NA,1,NA,278,439,451,455,NA,4.555,1
BVG2196,13,WAY,Gaultheria,glomerata,S,NA,NA,1,NA,NA,NA,1,NA,145,409,0.37,348,NA,04.07,1
BEB2759,12,QUE,Orithrophium,integrifolia,T,BB,3,2,NA,2.5,NA,1,NA,259,351,389,361,NA,2.564,1
AFK6078,12,QUE,Luzula,racemosa,T,BB,4,2,NA,6.7,NA,2,NA,26,178,182,168,NA,854,2
AHJ1193,12,QUE,Luzula,racemosa,T,BB,4,3,NA,7.7,NA,2,NA,0.04,175,201,187,NA,12.129.999.999.999.900,2
AKY3574,12,QUE,Perezia,pungens,T,BB,2,1,NA,NA,NA,1,NA,282,263,357,356,plant height missing,6.325,1
BVO0844,13,WAY,Gaultheria,glomerata,S,NA,NA,3,NA,NA,NA,1,NA,235,379,374,381,NA,6.537,1
AZD2713,12,QUE,Poa,spicigera,T,BB,1,4,NA,3,NA,6,NA,18,214,202,182,NA,9.440.000.000.000.000,5
BVV6844,12,QUE,Bromus,lanatus,T,BB,2,2,NA,1.69,NA,1,NA,136,0.25,243,235,NA,5.788,1
AKW2482,12,QUE,Perezia,pungens,T,BB,2,2,NA,3.7,NA,1,NA,611,465,469,498,NA,12.23,1
AXF5867,12,QUE,Luzula,racemosa,T,BB,3,3,NA,8.3,NA,5,NA,86,234,219,175,NA,3.405,5
AIE7697,12,QUE,Rhynchospora,macrochaeta,T,BB,4,2,NA,10.4,13.8,1,NA,95,227,238,239,NA,3.335,1
AZA4424,12,QUE,Poa,spicigera,T,BB,1,1,NA,4.5,NA,3,NA,24,206,206,254,NA,1.271,3
AXR0939,12,QUE,Vaccinium,floribundum,T,BB,2,3,NA,2.5,NA,5,NA,66,375,401,301,NA,2.001,7
BXR1560,12,QUE,Carex,pichinchensis,T,BB,2,5,NA,12.9,NA,5,NA,0.2,208,214,174,NA,8.406,5
AIP9349,12,QUE,Rhynchospora,macrochaeta,T,BB,4,3,NA,25.3,35.6,2,NA,622,341,332,0.33,NA,17.721,2
BCV1723,12,QUE,Baccharis,caespitosa,T,BB,1,3,NA,0.9,NA,10,NA,22,321,218,182,NA,769,10
AXT6653,12,QUE,Vaccinium,floribundum,T,BB,2,5,NA,2.5,NA,5,NA,18,0.34,366,299,NA,591,6
AXQ2447,12,QUE,Vaccinium,floribundum,T,BB,2,2,NA,3.7,NA,5,NA,38,383,0.32,361,NA,1.193,5
BJM4024,12,QUE,Geranium,filipes,T,BB,1,1,NA,2.1,NA,2,NA,71,163,151,159,NA,2.667,5
AXB8981,12,ACJ,Pernettya,prostrata,T,C,4,3,NA,32,NA,5,NA,0.14,382,321,368,NA,3.645,5
BJN7481,12,QUE,Aphanactis,villosa,T,BB,3,2,NA,0.12,NA,6,NA,117,0.11,195,188,NA,26.350.000.000.000.000,6
BUQ3310,12,QUE,Luzula,racemosa,T,BB,1,4,NA,20.1,NA,3,NA,49,231,244,249,NA,1.938,4
AWN8341,12,QUE,Agrostis,foliata,T,BB,5,1,NA,12,NA,2,NA,43,138,166,123,NA,1.294,3
BCN5504,12,QUE,Luzula,racemosa,T,BB,3,1,NA,8.9,NA,4,NA,57,0.23,218,215,NA,2.989,4
BXX1882,12,QUE,Hypericum,andinum,T,BB,4,1,NA,6.1,NA,22,NA,13,0.2,79,0.08,NA,758,22
BVK5789,13,WAY,Gaultheria,glomerata,S,NA,NA,2,NA,NA,NA,3,NA,0.18,476,467,476,NA,4.171,3
BDH2930,12,QUE,Baccharis,caespitosa,T,BB,1,2,NA,11,NA,11,NA,35,353,296,311,NA,1.328,11
BUY1975,12,QUE,Luzula,racemosa,T,BB,1,5,NA,3.8,NA,2,NA,56,225,207,227,NA,21.959.999.999.999.900,2
AWM5612,12,QUE,Baccharis,caespitosa,T,BB,5,3,NA,0.12,NA,17,NA,0.02,255,251,95,NA,708,17
CDE6757,12,QUE,Hypericum,andinum,T,BB,4,2,NA,4.6,NA,39,NA,53,165,157,141,NA,2.193,39
AJZ6728,12,QUE,Gamochaeta,coarctata,T,BB,1,2,NA,3.6,NA,3,NA,15,144,134,155,NA,1.018,9
AYM5154,12,QUE,Calamagrostis,tarmensis,T,BB,3,3,NA,21,NA,1,NA,0.03,329,326,319,NA,713,1
CCA2023,12,QUE,Festuca,andina,T,BB,2,1,NA,NA,NA,8,NA,79,179,197,122,plant height missing,2.861,9
BXT0239,12,QUE,Carex,pichinchensis,T,BB,4,3,NA,8.1,NA,1,NA,111,223,237,239,NA,46.160.000.000.000.000,2
BKL0006,12,QUE,Oreomyrrhis,andicola,T,BB,1,2,NA,5.7,NA,3,NA,135,108,109,144,NA,4.213,3
AYP4181,12,QUE,Calamagrostis,tarmensis,T,BB,3,2,NA,19,NA,1,NA,34,343,372,407,NA,0.76,1
AJW6923,12,QUE,Festuca,andina,T,BB,2,3,NA,7,NA,8,NA,44,148,106,142,NA,1.492,8
BXG0751,12,QUE,Calamagrostis,tarmensis,T,BB,4,1,NA,17,NA,7,NA,108,446,378,403,NA,3.816,7
ATA1063,12,QUE,Oreomyrrhis,andicola,T,BB,1,1,1,3,NA,1,NA,128,0.2,0.18,174,NA,3.932,14
BWC3456,12,QUE,Calamagrostis,rigida,T,BB,2,1,NA,21,NA,1,NA,37,305,283,305,NA,0.85,1
BXE7877,12,QUE,Luzula,racemosa,T,BB,2,1,NA,5.7,NA,1,NA,71,259,262,263,NA,3.097,1
BXO0666,12,QUE,Calamagrostis,tarmensis,T,BB,4,3,NA,22,NA,5,NA,219,383,333,271,NA,5.518,5
BXM0001,12,QUE,Luzula,racemosa,T,BB,2,3,NA,6.1,NA,1,NA,23,0.21,154,0.17,NA,1.2,1
AIV2675,12,QUE,Carex,pygmaea,T,BB,3,1,NA,2.5,NA,3,NA,36,122,129,128,NA,2.56,3
AWL0335,12,QUE,Baccharis,caespitosa,T,BB,5,2,NA,0.8,NA,10,NA,47,0.32,317,315,NA,1.378,10
BVM5909,12,QUE,Calamagrostis,cf. macrophylla,T,BB,5,2,NA,13,NA,5,NA,25,309,234,172,NA,2.2,5
CDA9342,12,QUE,Hypericum,andinum,T,BB,4,3,NA,3.7,NA,39,NA,35,117,128,113,NA,2.193,39
AJA2506,12,QUE,Oreomyrrhis,andicola,T,BB,1,3,1,4.1,NA,6,NA,0.16,298,2.44,0.22,NA,4.611,6
BXF2129,12,QUE,Carex,pichinchensis,T,BB,2,2,NA,15.8,NA,1,NA,279,283,245,0.23,NA,12.436,4
BWH0617,12,QUE,Hypericum,andinum,T,BB,1,2,NA,46,NA,60,10,37,64,119,94,NA,2.797,60
BVP4602,12,QUE,Carex,pygmaea,T,BB,5,2,NA,2.9,NA,3,NA,27,122,155,142,NA,2.211,4
BWZ7163,12,QUE,Carex,pichinchensis,T,BB,3,1,NA,12.9,NA,1,NA,141,267,204,153,NA,6.74,1
BWA4923,12,QUE,Agrostis,breviculmis,T,BB,2,1,NA,2.5,NA,7,NA,0.02,171,187,174,NA,0.99,7
BJU5399,12,QUE,Euphorbia,huancachana,T,BB,4,1,NA,0.8,NA,5,NA,0.04,213,217,238,NA,1.478,5
CDC1674,12,QUE,Calamagrostis,cf. macrophylla,T,BB,4,1,NA,14,NA,5,NA,51,244,0.24,203,NA,2.112,6
BWY3980,12,QUE,Calamagrostis,cf. macrophylla,T,BB,1,4,NA,12.3,NA,5,NA,0.06,148,159,147,NA,2.191,6
BWE0585,12,QUE,Agrostis,breviculmis,T,BB,2,3,NA,4,NA,6,NA,0.02,121,124,125,NA,842,8
BXU2822,12,QUE,Luzula,racemosa,T,BB,2,5,NA,4.7,NA,1,NA,67,203,225,231,NA,2.831,2
BWL3363,12,QUE,Hypericum,andinum,T,BB,1,3,NA,34,NA,64,10,37,81,94,35,NA,2.287,64
BVL6152,12,QUE,Carex,pygmaea,T,BB,5,3,NA,2.4,NA,3,NA,52,195,186,168,NA,34.450.000.000.000.000,6
AYL1856,12,QUE,Hypericum,andinum,T,BB,5,2,NA,5.4,NA,61,5.7,28,94,157,132,NA,2.216,61
